name;description;year;manufacturer;is_parent;romof;is_clone;cloneof;sasampleof;is_runnable;is_device;is_bios;biosof;is_mechanical
spf2t;Super Puzzle Fighter II Turbo (Euro 960529);1996;Capcom;YES;-;NO;-;-;YES;NO;NO;-;NO
spf2xj;Super Puzzle Fighter II X (Japan 960531);1996;Capcom;NO;spf2t;YES;spf2t;-;YES;NO;NO;-;NO
spiders;Spiders (set 1);1981;Sigma Enterprises Inc.;YES;-;NO;-;-;YES;NO;NO;-;NO
spiders2;Spiders (set 2);1981;Sigma Enterprises Inc.;NO;spiders;YES;spiders;-;YES;NO;NO;-;NO
spiero;Super Pierrot (Japan);1987;Universal;NO;dorunrun;YES;dorunrun;-;YES;NO;NO;-;NO
spiker;Spiker;1986;Bally/Sente;YES;-;NO;-;-;YES;NO;NO;-;NO
spinlbrj;Spinal Breakers (Japan);1990;V-System Co.;NO;spinlbrk;YES;spinlbrk;-;YES;NO;NO;-;NO
spinlbrk;Spinal Breakers (World);1990;V-System Co.;YES;-;NO;-;-;YES;NO;NO;-;NO
spinlbru;Spinal Breakers (US);1990;V-System Co.;NO;spinlbrk;YES;spinlbrk;-;YES;NO;NO;-;NO
spinmast;Spin Master / Miracle Adventure;1993;Data East Corporation;YES;neogeo;NO;-;-;YES;NO;NO;neogeo;NO
splat;Splat!;1982;Williams;YES;-;NO;-;-;YES;NO;NO;-;NO
splatter;Splatter House (World, new version (SH3));1988;Namco;YES;-;NO;-;-;YES;NO;NO;-;NO
splndrbt;Splendor Blast (set 1);1985;Alpha Denshi Co.;YES;-;NO;-;equites;YES;NO;NO;-;NO
spnchotj;Super Punch-Out!! (Japan);1984;Nintendo;NO;spnchout;YES;spnchout;-;YES;NO;NO;-;NO
spnchout;Super Punch-Out!! (Rev B);1984;Nintendo;YES;-;NO;-;-;YES;NO;NO;-;NO
spool3;Super Pool III (English);1989;Data East Corporation;NO;pcktgal;YES;pcktgal;-;YES;NO;NO;-;NO
spool3i;Super Pool III (I-Vics);1990;Data East Corporation (I-Vics license);NO;pcktgal;YES;pcktgal;-;YES;NO;NO;-;NO
sprcros2;Super Cross II (Japan, set 1);1986;GM Shoji;YES;-;NO;-;-;YES;NO;NO;-;NO
springer;Springer;1982;Orca;YES;-;NO;-;-;YES;NO;NO;-;NO
sprint1;Sprint 1;1978;Atari (Kee Games);YES;-;NO;-;-;YES;NO;NO;-;NO
sprint2;Sprint 2 (set 1);1976;Atari (Kee Games);NO;sprint1;YES;sprint1;-;YES;NO;NO;-;NO
sprint2a;Sprint 2 (set 2);1976;Atari (Kee Games);NO;sprint1;YES;sprint1;-;YES;NO;NO;-;NO
sprint4;Sprint 4 (set 1);1977;Atari;YES;-;NO;-;-;YES;NO;NO;-;NO
sprint4a;Sprint 4 (set 2);1977;Atari;NO;sprint4;YES;sprint4;-;YES;NO;NO;-;NO
sprint8;Sprint 8;1977;Atari;YES;-;NO;-;-;YES;NO;NO;-;NO
sprint8a;Sprint 8 (play tag & chase);1977;Atari;NO;sprint8;YES;sprint8;-;YES;NO;NO;-;NO
sprtmtch;Sports Match;1989;Dynax (Fabtek license);NO;drgpunch;YES;drgpunch;-;YES;NO;NO;-;NO
sptrekct;Space Trek (cocktail);1980;Sega;NO;spacetrk;YES;spacetrk;-;YES;NO;NO;-;NO
spy;S.P.Y. - Special Project Y (World ver. N);1989;Konami;YES;-;NO;-;-;YES;NO;NO;-;NO
spyhnt2a;Spy Hunter 2 (rev 1);1987;Bally Midway;NO;spyhunt2;YES;spyhunt2;-;YES;NO;NO;-;NO
spyhunt;Spy Hunter;1983;Bally Midway;YES;-;NO;-;-;YES;NO;NO;-;NO
spyhunt2;Spy Hunter II (rev 2);1987;Bally Midway;YES;-;NO;-;-;YES;NO;NO;-;NO
spyu;S.P.Y. - Special Project Y (US ver. M);1989;Konami;NO;spy;YES;spy;-;YES;NO;NO;-;NO
sqbert;Faster, Harder, More Challenging Q*bert (prototype);1983;Mylstar;YES;-;NO;-;qbert;YES;NO;NO;-;NO
sqixbl;Super Qix (bootleg);1987;bootleg;NO;sqix;YES;sqix;-;YES;NO;NO;-;NO
sranger;Super Ranger (v2.0);1988;SunA;YES;rranger;NO;rranger;-;YES;NO;NO;-;NO
srangerb;Super Ranger (older, bootleg);1988;bootleg (NYWA);NO;sranger;YES;sranger;-;YES;NO;NO;-;NO
srangerw;Super Ranger (older, WDK license);1988;SunA (WDK license);NO;sranger;YES;sranger;-;YES;NO;NO;-;NO
srdarwin;Super Real Darwin (World);1987;Data East Corporation;YES;-;NO;-;-;YES;NO;NO;-;NO
srdarwnj;Super Real Darwin (Japan);1987;Data East Corporation;NO;srdarwin;YES;srdarwin;-;YES;NO;NO;-;NO
srdmissn;S.R.D. Mission;1986;Kyugo / Taito Corporation;YES;-;NO;-;-;YES;NO;NO;-;NO
srumbler;The Speed Rumbler (set 1);1986;Capcom;YES;-;NO;-;-;YES;NO;NO;-;NO
srumblr2;The Speed Rumbler (set 2);1986;Capcom;NO;srumbler;YES;srumbler;-;YES;NO;NO;-;NO
ssanchan;Sanrin San Chan (Japan, 315-xxxx);1984;Sega;NO;spatter;YES;spatter;-;YES;NO;NO;-;NO
sscandal;Seishun Scandal (315-5132, Japan);1985;Coreland / Sega;NO;myhero;YES;myhero;-;YES;NO;NO;-;NO
ssf2;Super Street Fighter II: The New Challengers (World 931005);1993;Capcom;YES;-;NO;-;-;YES;NO;NO;-;NO
ssf2a;Super Street Fighter II: The New Challengers (Asia 931005);1993;Capcom;NO;ssf2;YES;ssf2;-;YES;NO;NO;-;NO
ssf2ar1;Super Street Fighter II: The New Challengers (Asia 930914);1993;Capcom;NO;ssf2;YES;ssf2;-;YES;NO;NO;-;NO
ssf2j;Super Street Fighter II: The New Challengers (Japan 931005);1993;Capcom;NO;ssf2;YES;ssf2;-;YES;NO;NO;-;NO
ssf2jr1;Super Street Fighter II: The New Challengers (Japan 930911);1993;Capcom;NO;ssf2;YES;ssf2;-;YES;NO;NO;-;NO
ssf2jr2;Super Street Fighter II: The New Challengers (Japan 930910);1993;Capcom;NO;ssf2;YES;ssf2;-;YES;NO;NO;-;NO
ssf2t;Super Street Fighter II Turbo (World 940223);1994;Capcom;YES;ssf2;NO;ssf2;-;YES;NO;NO;-;NO
ssf2ta;Super Street Fighter II Turbo (Asia 940223);1994;Capcom;NO;ssf2t;YES;ssf2t;-;YES;NO;NO;-;NO
ssf2tb;Super Street Fighter II: The Tournament Battle (World 931119);1993;Capcom;NO;ssf2;YES;ssf2;-;YES;NO;NO;-;NO
ssf2tbj;Super Street Fighter II: The Tournament Battle (Japan 931005);1993;Capcom;NO;ssf2;YES;ssf2;-;YES;NO;NO;-;NO
ssf2tu;Super Street Fighter II Turbo (USA 940323);1994;Capcom;NO;ssf2t;YES;ssf2t;-;YES;NO;NO;-;NO
ssf2tur1;Super Street Fighter II Turbo (USA 940223);1994;Capcom;NO;ssf2t;YES;ssf2t;-;YES;NO;NO;-;NO
ssf2u;Super Street Fighter II: The New Challengers (USA 930911);1993;Capcom;NO;ssf2;YES;ssf2;-;YES;NO;NO;-;NO
ssf2xj;Super Street Fighter II X: Grand Master Challenge (Japan 940311);1994;Capcom;NO;ssf2t;YES;ssf2t;-;YES;NO;NO;-;NO
sshanghb;Super Shanghai Dragon's Eye (World, bootleg);1992;bootleg;NO;sshangha;YES;sshangha;-;YES;NO;NO;-;NO
sshooter;Sharpshooter (Rev 1.9);1998;P&P Marketing;YES;-;NO;-;-;YES;NO;NO;-;NO
sshot137;Shuffleshot (v1.37);1997;Strata/Incredible Technologies;NO;shufshot;YES;shufshot;-;YES;NO;NO;-;NO
ssi;Super Space Invaders '91 (World, Rev 1);1990;Taito Corporation Japan;YES;-;NO;-;-;YES;NO;NO;-;NO
ssideki;Super Sidekicks / Tokuten Ou;1992;SNK;YES;neogeo;NO;-;-;YES;NO;NO;neogeo;NO
ssideki2;Super Sidekicks 2 - The World Championship / Tokuten Ou 2 - Real Fight Football (NGM-061 ~ NGH-061);1994;SNK;YES;neogeo;NO;-;-;YES;NO;NO;neogeo;NO
ssideki3;Super Sidekicks 3 - The Next Glory / Tokuten Ou 3 - Eikou e no Michi;1995;SNK;YES;neogeo;NO;-;-;YES;NO;NO;neogeo;NO
ssideki4;The Ultimate 11 - The SNK Football Championship / Tokuten Ou - Honoo no Libero;1996;SNK;YES;neogeo;NO;-;-;YES;NO;NO;neogeo;NO
sslam;Super Slam (set 1);1993;Playmark;YES;-;NO;-;-;YES;NO;NO;-;NO
ssmissin;S.S. Mission;1992;Comad;YES;-;NO;-;-;YES;NO;NO;-;NO
ssoldier;Superior Soldiers (US);1993;Irem America;YES;-;NO;-;-;YES;NO;NO;-;NO
ssozumo;Syusse Oozumou (Japan);1984;Technos Japan;YES;-;NO;-;-;YES;NO;NO;-;NO
sspacaho;Space Attack / Head On;1979;Sega;YES;-;NO;-;-;YES;NO;NO;-;NO
sspacat2;Space Attack (upright set 2);1979;Sega;NO;sspaceat;YES;sspaceat;-;YES;NO;NO;-;NO
sspacatc;Space Attack (cocktail);1979;Sega;NO;sspaceat;YES;sspaceat;-;YES;NO;NO;-;NO
sspaceat;Space Attack (upright set 1);1979;Sega;YES;-;NO;-;-;YES;NO;NO;-;NO
sspeedr;Super Speed Race;1979;Midway;YES;-;NO;-;-;YES;NO;NO;-;NO
sspirits;Scramble Spirits (World, Floppy Based);1988;Sega;YES;-;NO;-;-;YES;NO;NO;-;NO
sspring1;Super Sprint (German, rev 1);1986;Atari Games;NO;ssprint;YES;ssprint;-;YES;NO;NO;-;NO
ssprint;Super Sprint (rev 4);1986;Atari Games;YES;-;NO;-;-;YES;NO;NO;-;NO
ssprint1;Super Sprint (rev 1);1986;Atari Games;NO;ssprint;YES;ssprint;-;YES;NO;NO;-;NO
ssprint3;Super Sprint (rev 3);1986;Atari Games;NO;ssprint;YES;ssprint;-;YES;NO;NO;-;NO
ssprintf;Super Sprint (French);1986;Atari Games;NO;ssprint;YES;ssprint;-;YES;NO;NO;-;NO
ssprintg;Super Sprint (German, rev 2);1986;Atari Games;NO;ssprint;YES;ssprint;-;YES;NO;NO;-;NO
ssprints;Super Sprint (Spanish);1986;Atari Games;NO;ssprint;YES;ssprint;-;YES;NO;NO;-;NO
ssrdrabd;Sunset Riders (2 Players ver ABD);1991;Konami;NO;ssriders;YES;ssriders;-;YES;NO;NO;-;NO
ssrdrebc;Sunset Riders (2 Players ver EBC);1991;Konami;NO;ssriders;YES;ssriders;-;YES;NO;NO;-;NO
ssrdrebd;Sunset Riders (2 Players ver EBD);1991;Konami;NO;ssriders;YES;ssriders;-;YES;NO;NO;-;NO
ssrdrjbd;Sunset Riders (2 Players ver JBD);1991;Konami;NO;ssriders;YES;ssriders;-;YES;NO;NO;-;NO
ssrdruac;Sunset Riders (4 Players ver UAC);1991;Konami;NO;ssriders;YES;ssriders;-;YES;NO;NO;-;NO
ssrdrubc;Sunset Riders (2 Players ver UBC);1991;Konami;NO;ssriders;YES;ssriders;-;YES;NO;NO;-;NO
ssrdruda;Sunset Riders (4 Players ver UDA);1991;Konami;NO;ssriders;YES;ssriders;-;YES;NO;NO;-;NO
ssriders;Sunset Riders (4 Players ver EAC);1991;Konami;YES;-;NO;-;-;YES;NO;NO;-;NO
ssrj;Super Speed Race Junior (Japan);1985;Taito Corporation;YES;-;NO;-;-;YES;NO;NO;-;NO
sss;Steep Slope Sliders (JUET 981110 V1.000);1998;Capcom / Cave / Victor;YES;stvbios;NO;-;-;YES;NO;NO;stvbios;NO
sstingry;Super Stingray (Japan);1986;Alpha Denshi Co.;YES;-;NO;-;-;YES;NO;NO;-;NO
sstrangr;Space Stranger;1978;Yachiyo Electronics, Ltd.;YES;-;NO;-;invaders;YES;NO;NO;-;NO
sstriker;Sorcer Striker;1993;Raizing;YES;mahoudai;NO;mahoudai;-;YES;NO;NO;-;NO
sstrngr2;Space Stranger 2;1979;Yachiyo Electronics, Ltd.;NO;sstrangr;YES;sstrangr;invaders;YES;NO;NO;-;NO
stactics;Space Tactics;1981;Sega;YES;-;NO;-;-;YES;NO;NO;-;NO
stadh96a;Stadium Hero 96 (Version EAJ);1996;Data East Corporation;NO;stadhr96;YES;stadhr96;-;YES;NO;NO;-;NO
stadhero;Stadium Hero (Japan);1988;Data East Corporation;YES;-;NO;-;-;YES;NO;NO;-;NO
stadhr96;Stadium Hero '96 (World, EAJ);1996;Data East Corporation;YES;-;NO;-;-;YES;NO;NO;-;NO
stagger1;Stagger I (Japan);1998;Afega;YES;-;NO;-;-;YES;NO;NO;-;NO
stakwin;Stakes Winner / Stakes Winner - GI Kinzen  Seiha e no Michi;1995;Saurus;YES;neogeo;NO;-;-;YES;NO;NO;neogeo;NO
stakwin2;Stakes Winner 2;1996;Saurus;YES;neogeo;NO;-;-;YES;NO;NO;neogeo;NO
starblad;Starblade (World);1991;Namco;YES;-;NO;-;-;YES;NO;NO;-;NO
starcas;Star Castle (version 3);1980;Cinematronics;YES;-;NO;-;starcas;YES;NO;NO;-;NO
starcas1;Star Castle (older);1980;Cinematronics;NO;starcas;YES;starcas;starcas;YES;NO;NO;-;NO
starcase;Star Castle (Mottoeis);1980;Cinematronics (Mottoeis license);NO;starcas;YES;starcas;starcas;YES;NO;NO;-;NO
starcasp;Star Castle (prototype);1980;Cinematronics;NO;starcas;YES;starcas;starcas;YES;NO;NO;-;NO
starcrus;Star Cruiser;1977;Ramtek;YES;-;NO;-;starcrus;YES;NO;NO;-;NO
starfigh;Star Fighter (v1);1990;SunA;YES;-;NO;-;-;YES;NO;NO;-;NO
starfira;Star Fire (set 2);1979;Exidy;NO;starfire;YES;starfire;-;YES;NO;NO;-;NO
starfire;Star Fire (set 1);1979;Exidy;YES;-;NO;-;starfire;YES;NO;NO;-;NO
starforc;Star Force;1984;Tehkan;YES;-;NO;-;-;YES;NO;NO;-;NO
starfore;Star Force (encrypted);1984;Tehkan;NO;starforc;YES;starforc;-;YES;NO;NO;-;NO
stargate;Stargate;1981;Williams / Vid Kidz;YES;-;NO;-;-;YES;NO;NO;-;NO
starglad;Star Gladiator Episode I: Final Crusade (USA 960627);1996;Capcom;YES;coh1000c;NO;-;-;YES;NO;NO;coh1000c;NO
stargrds;Star Guards;1987;Bally Midway;YES;-;NO;-;-;YES;NO;NO;-;NO
starhawk;Star Hawk;1979;Cinematronics;YES;-;NO;-;starhawk;YES;NO;NO;-;NO
starjack;Star Jacker (Sega);1983;Sega;YES;-;NO;-;-;YES;NO;NO;-;NO
starjacs;Star Jacker (Stern);1983;Stern;NO;starjack;YES;starjack;-;YES;NO;NO;-;NO
starlstr;Vs. Star Luster;1985;Namco;YES;-;NO;-;-;YES;NO;NO;-;NO
starshp1;Starship 1;1977;Atari;YES;-;NO;-;-;YES;NO;NO;-;NO
starshpp;Starship 1 (prototype?);1977;Atari;NO;starshp1;YES;starshp1;-;YES;NO;NO;-;NO
starswep;Star Sweep (World, STP2/VER.A);1997;Axela / Namco;YES;-;NO;-;-;YES;NO;NO;-;NO
startrek;Star Trek;1982;Sega;YES;-;NO;-;-;YES;NO;NO;-;NO
starw;Star Wars (bootleg of Galaxy Wars, set 1);1979;bootleg;NO;galxwars;YES;galxwars;invaders;YES;NO;NO;-;NO
starwar1;Star Wars (rev 1);1983;Atari;NO;starwars;YES;starwars;-;YES;NO;NO;-;NO
starwars;Star Wars (set 1);1983;Atari;YES;-;NO;-;-;YES;NO;NO;-;NO
stdragon;Saint Dragon (set 1);1989;Jaleco;YES;-;NO;-;-;YES;NO;NO;-;NO
steelta1;Steel Talons (rev 1);1991;Atari Games;NO;steeltal;YES;steeltal;-;YES;NO;NO;-;NO
steeltag;Steel Talons (German, rev 2);1991;Atari Games;NO;steeltal;YES;steeltal;-;YES;NO;NO;-;NO
steeltal;Steel Talons (rev 2);1991;Atari Games;YES;-;NO;-;-;YES;NO;NO;-;NO
steeltap;Steel Talons (prototype);1991;Atari Games;NO;steeltal;YES;steeltal;-;YES;NO;NO;-;NO
stellcas;Stellar Castle (Elettronolo);1980;bootleg (Elettronolo);NO;starcas;YES;starcas;starcas;YES;NO;NO;-;NO
stfight;Street Fight (Germany);1986;Seibu Kaihatsu (Tuning license);NO;empcity;YES;empcity;-;YES;NO;NO;-;NO
stg;Strike Gunner S.T.G;1991;Athena / Tecmo;YES;-;NO;-;-;YES;NO;NO;-;NO
stinger;Stinger;1983;Seibu Denshi;YES;-;NO;-;-;YES;NO;NO;-;NO
stinger2;Stinger (prototype?);1983;Seibu Denshi;NO;stinger;YES;stinger;-;YES;NO;NO;-;NO
stkclmns;Stack Columns (World);1994;Sega;YES;-;NO;-;-;YES;NO;NO;-;NO
stlforce;Steel Force;1994;Electronic Devices Italy / Ecogames S.L. Spain;YES;-;NO;-;-;YES;NO;NO;-;NO
stmblade;Storm Blade (US);1996;Visco;YES;-;NO;-;-;YES;NO;NO;-;NO
stocker;Stocker (3/19/85);1984;Bally/Sente;YES;-;NO;-;-;YES;NO;NO;-;NO
stompin;Stompin' (4/4/86);1986;Bally/Sente;YES;-;NO;-;-;YES;NO;NO;-;NO
stoneage;Stoneage (bootleg of Caveman Ninja);1991;bootleg;NO;cninja;YES;cninja;-;YES;NO;NO;-;NO
stoneba2;Stone Ball (2 Players);1994;Art & Magic;NO;stonebal;YES;stonebal;-;YES;NO;NO;-;NO
stonebal;Stone Ball (4 Players, v1-20 13/12/1994);1994;Art & Magic;YES;-;NO;-;-;YES;NO;NO;-;NO
storming;Storming Party / Riku Kai Kuu Saizensen;1986;bootleg;NO;lsasquad;YES;lsasquad;-;YES;NO;NO;-;NO
strahl;Koutetsu Yousai Strahl (Japan set 1);1992;UPL;YES;-;NO;-;-;YES;NO;NO;-;NO
strahla;Koutetsu Yousai Strahl (Japan set 2);1992;UPL;NO;strahl;YES;strahl;-;YES;NO;NO;-;NO
stratab;Strata Bowling (V3);1990;Strata/Incredible Technologies;YES;-;NO;-;-;YES;NO;NO;-;NO
stratab1;Strata Bowling (V1);1990;Strata/Incredible Technologies;NO;stratab;YES;stratab;-;YES;NO;NO;-;NO
stratgys;Strategy X (Stern Electronics);1981;Konami (Stern Electronics license);NO;stratgyx;YES;stratgyx;-;YES;NO;NO;-;NO
stratgyx;Strategy X;1981;Konami;YES;-;NO;-;-;YES;NO;NO;-;NO
stratof;Raiga - Strato Fighter (US);1991;Tecmo;YES;-;NO;-;-;YES;NO;NO;-;NO
stratvox;Stratovox (set 1);1980;Sun Electronics (Taito license);NO;speakres;YES;speakres;-;YES;NO;NO;-;NO
streets1;Street Smart (US version 1);1989;SNK;NO;streetsm;YES;streetsm;-;YES;NO;NO;-;NO
streetsj;Street Smart (Japan version 1);1989;SNK;NO;streetsm;YES;streetsm;-;YES;NO;NO;-;NO
streetsm;Street Smart (US version 2);1989;SNK;YES;-;NO;-;-;YES;NO;NO;-;NO
streetsw;Street Smart (World version 1);1989;SNK;NO;streetsm;YES;streetsm;-;YES;NO;NO;-;NO
strfbomb;Strafe Bomb (bootleg of Scramble);1981;bootleg (Omni);NO;scramble;YES;scramble;-;YES;NO;NO;-;NO
strhoop;Street Hoop / Street Slam / Dunk Dream (DEM-004 ~ DEH-004);1994;Data East Corporation;YES;neogeo;NO;-;-;YES;NO;NO;neogeo;NO
strider;Strider (USA, B-Board 89624B-2);1989;Capcom;YES;-;NO;-;-;YES;NO;NO;-;NO
strider2;Strider 2 (USA 991213);1999;Capcom;YES;coh3002c;NO;-;-;YES;NO;NO;coh3002c;NO
striderj;Strider Hiryu (Japan);1989;Capcom;NO;strider;YES;strider;-;YES;NO;NO;-;NO
stridrja;Strider Hiryu (Japan set 2);1989;Capcom;NO;strider;YES;strider;-;YES;NO;NO;-;NO
stridrua;Strider (US set 2);1989;Capcom;NO;strider;YES;strider;-;YES;NO;NO;-;NO
strkforc;Strike Force (rev 1 02/25/91);1991;Midway;YES;-;NO;-;-;YES;NO;NO;-;NO
strkzone;Strike Zone Baseball;1988;Leland Corporation;YES;-;NO;-;-;YES;NO;NO;-;NO
strnskil;Strength & Skill;1984;Sun Electronics;YES;-;NO;-;-;YES;NO;NO;-;NO
strtheat;Street Heat;1985;Epos Corporation;YES;-;NO;-;dkongjr;YES;NO;NO;-;NO
stunrn2e;S.T.U.N. Runner (rev 2, Europe);1989;Atari Games;NO;stunrun;YES;stunrun;-;YES;NO;NO;-;NO
stunrn3e;S.T.U.N. Runner (rev 3, Europe);1989;Atari Games;NO;stunrun;YES;stunrun;-;YES;NO;NO;-;NO
stunrun;S.T.U.N. Runner (rev 6);1989;Atari Games;YES;-;NO;-;-;YES;NO;NO;-;NO
stunrun0;S.T.U.N. Runner (rev 0);1989;Atari Games;NO;stunrun;YES;stunrun;-;YES;NO;NO;-;NO
stunrun2;S.T.U.N. Runner (rev 2);1989;Atari Games;NO;stunrun;YES;stunrun;-;YES;NO;NO;-;NO
stunrun3;S.T.U.N. Runner (rev 3);1989;Atari Games;NO;stunrun;YES;stunrun;-;YES;NO;NO;-;NO
stunrun4;S.T.U.N. Runner (rev 4);1989;Atari Games;NO;stunrun;YES;stunrun;-;YES;NO;NO;-;NO
stunrun5;S.T.U.N. Runner (rev 5);1989;Atari Games;NO;stunrun;YES;stunrun;-;YES;NO;NO;-;NO
stunrune;S.T.U.N. Runner (rev 5, Europe);1989;Atari Games;NO;stunrun;YES;stunrun;-;YES;NO;NO;-;NO
stunrunj;S.T.U.N. Runner (rev 7, Japan);1989;Atari Games;NO;stunrun;YES;stunrun;-;YES;NO;NO;-;NO
stunrunp;S.T.U.N. Runner (upright prototype);1989;Atari Games;NO;stunrun;YES;stunrun;-;YES;NO;NO;-;NO
subhunt;Sub Hunter (Gremlin / Taito);1977;Gremlin (Taito license);NO;depthch;YES;depthch;depthch;YES;NO;NO;-;NO
subroc3d;Subroc-3D;1982;Sega;YES;-;NO;-;subroc3d;YES;NO;NO;-;NO
subs;Subs;1977;Atari;YES;-;NO;-;-;YES;NO;NO;-;NO
suikoenb;Suiko Enbu / Outlaws of the Lost Dynasty (JUETL 950314 V2.001);1995;Data East;YES;stvbios;NO;-;-;YES;NO;NO;stvbios;NO
sundance;Sundance;1979;Cinematronics;YES;-;NO;-;sundance;YES;NO;NO;-;NO
sunsetbl;Sunset Riders (bootleg 4 Players ver ADD);1991;Konami;NO;ssriders;YES;ssriders;-;YES;NO;NO;-;NO
supbtime;Super Burger Time (World, set 1);1990;Data East Corporation;YES;-;NO;-;-;YES;NO;NO;-;NO
supbtimj;Super Burger Time (Japan);1990;Data East Corporation;NO;supbtime;YES;supbtime;-;YES;NO;NO;-;NO
superbik;Superbike;1983;Century Electronics;YES;cvs;NO;-;-;YES;NO;NO;-;NO
superbon;Agent Super Bond (Super Cobra conversion);1985;Signatron USA;YES;-;NO;-;-;YES;NO;NO;-;NO
superbug;Super Bug;1977;Atari (Kee Games);YES;-;NO;-;-;YES;NO;NO;-;NO
superchs;Super Chase - Criminal Termination (World);1992;Taito Corporation Japan;YES;-;NO;-;-;YES;NO;NO;-;NO
superg;Super Galaxians (galaxiana hack);1979;hack;NO;galaxian;YES;galaxian;-;YES;NO;NO;-;NO
superinv;Super Invaders (bootleg set 1);1978;bootleg;NO;invaders;YES;invaders;invaders;YES;NO;NO;-;NO
superman;Superman (World);1988;Taito Corporation;YES;-;NO;-;-;YES;NO;NO;-;NO
superpac;Super Pac-Man;1982;Namco;YES;-;NO;-;-;YES;NO;NO;-;NO
superpcm;Super Pac-Man (Midway);1982;[Namco] (Bally Midway license);NO;superpac;YES;superpac;-;YES;NO;NO;-;NO
superspy;The Super Spy (NGM-011 ~ NGH-011);1990;SNK;YES;neogeo;NO;-;-;YES;NO;NO;neogeo;NO
supertnk;Super Tank;1981;Video Games GmbH;YES;-;NO;-;-;YES;NO;NO;-;NO
superx;Super-X (NTC);1994;Dooyong (NTC license);YES;-;NO;-;-;YES;NO;NO;-;NO
superxm;Super-X (Mitchell);1994;Dooyong (Mitchell license);NO;superx;YES;superx;-;YES;NO;NO;-;NO
suprglob;Super Glob;1983;Epos Corporation;YES;-;NO;-;-;YES;NO;NO;-;NO
suprleag;Super League (FD1094 317-0045);1987;Sega;YES;-;NO;-;-;YES;NO;NO;-;NO
suprloco;Super Locomotive (Rev.A);1982;Sega;YES;-;NO;-;-;YES;NO;NO;-;NO
suprmatk;Super Missile Attack (for rev 1);1981;Atari / General Computer Corporation;NO;missile;YES;missile;-;YES;NO;NO;-;NO
suprmous;Super Mouse;1982;Taito Corporation;YES;funnymou;NO;funnymou;-;YES;NO;NO;-;NO
suprmrio;Vs. Super Mario Bros. (set SM4-4 E);1986;Nintendo;YES;-;NO;-;-;YES;NO;NO;-;NO
suprslam;From TV Animation Slam Dunk - Super Slams;1995;Banpresto / Toei Animation;YES;-;NO;-;-;YES;NO;NO;-;NO
supxevs;Vs. Super Xevious;1986;Namco;YES;-;NO;-;-;YES;NO;NO;-;NO
survarts;Survival Arts (World);1993;Sammy;YES;-;NO;-;-;YES;NO;NO;-;NO
survival;Survival;1982;Rock-Ola;YES;-;NO;-;-;YES;NO;NO;-;NO
sutapper;Tapper (Suntory);1983;Bally Midway;NO;tapper;YES;tapper;-;YES;NO;NO;-;NO
suzuk8h2;Suzuka 8 Hours 2 (World, Rev B);1993;Namco;YES;-;NO;-;-;YES;NO;NO;-;NO
suzuk8hj;Suzuka 8 Hours (Japan);1992;Namco;NO;suzuka8h;YES;suzuka8h;-;YES;NO;NO;-;NO
suzuka8h;Suzuka 8 Hours (World, Rev C);1992;Namco;YES;-;NO;-;-;YES;NO;NO;-;NO
svf;Super Visual Football: European Sega Cup (Rev A);1994;Sega;YES;-;NO;-;-;YES;NO;NO;-;NO
svolley;Super Volleyball (Japan);1989;V-System Co.;YES;-;NO;-;-;YES;NO;NO;-;NO
svolleyk;Super Volleyball (Korea);1989;V-System Co.;NO;svolley;YES;svolley;-;YES;NO;NO;-;NO
svolleyu;Super Volleyball (US);1989;V-System Co. (Data East license);NO;svolley;YES;svolley;-;YES;NO;NO;-;NO
svolly91;Super Volley '91 (Japan);1991;Video System Co.;NO;pspikes;YES;pspikes;-;YES;NO;NO;-;NO
svs;Super Visual Soccer: Sega Cup (US);1994;Sega;NO;svf;YES;svf;-;YES;NO;NO;-;NO
swarm;Swarm (bootleg?);1979;bootleg? (Subelectro);NO;galaxian;YES;galaxian;-;YES;NO;NO;-;NO
swat;SWAT (315-5048);1984;Coreland / Sega;YES;-;NO;-;-;YES;NO;NO;-;NO
swcourt;Super World Court (World);1992;Namco;YES;-;NO;-;-;YES;NO;NO;-;NO
swimmer;Swimmer (set 1);1982;Tehkan;YES;-;NO;-;-;YES;NO;NO;-;NO
swimmera;Swimmer (set 2);1982;Tehkan;NO;swimmer;YES;swimmer;-;YES;NO;NO;-;NO
swimmerb;Swimmer (set 3);1982;Tehkan;NO;swimmer;YES;swimmer;-;YES;NO;NO;-;NO
sws92;Super World Stadium '92 (Japan);1992;Namco;YES;-;NO;-;-;YES;NO;NO;-;NO
sws92g;Super World Stadium '92 Gekitouban (Japan);1992;Namco;NO;sws92;YES;sws92;-;YES;NO;NO;-;NO
sws93;Super World Stadium '93 (Japan);1993;Namco;YES;-;NO;-;-;YES;NO;NO;-;NO
sws95;Super World Stadium '95 (Japan);1995;Namco;YES;-;NO;-;-;YES;NO;NO;-;NO
sws96;Super World Stadium '96 (Japan);1996;Namco;YES;-;NO;-;-;YES;NO;NO;-;NO
sws97;Super World Stadium '97 (Japan);1997;Namco;YES;-;NO;-;-;YES;NO;NO;-;NO
sws99;Super World Stadium '99 (Japan, SS91/VER.A3);1999;Namco;YES;-;NO;-;-;YES;NO;NO;-;NO
sxevious;Super Xevious;1984;Namco;NO;xevious;YES;xevious;xevious;YES;NO;NO;-;NO
